burn,lock,token_address,yield
0.0,0.0,0x573Bf5A3E303d0Cf515A94125dda5F2813bfDc9C,0.0
0.0,0.0,0xB807DfbA460AA82e722816e03DC8B20c93a95017,0.0
0.0,1.0,0x1355feF4b0e9B20C571B678870e533203cc71fc0,1.0
0.0,1.0,0xd0E818391623487BE25e89170eA0c40FF09c8278,1.0
0.0,0.0,0x0D05f8dB99423638fBb69C6208D76c678DF0F3A5,0.0
0.0,0.0,0x6636CaaFa9e3B416930fB1aE1C261A8a6BDED09f,0.0
0.0,0.0,0x069406c00D4DBD536cAdc98D937612456EfB9DC8,0.0
0.0,0.0,0x9c6495BCd964905d4CbcEc9875f79fA7C88F75B4,0.0
0.0,0.0,0x16Ae9442D9F5820ebAC6FE61CE8F8330f01EAFec,0.0
0.0,0.0,0x1981C31678Fb5f427AD3f15Ca08F0b1cb0c7504e,1.0
0.0,0.0,0x95530695F04978B5732BB30C655FaFD4c6A0EFdb,0.0
0.0,0.0,0x02F1f87f70CD4F4BC9722Ead7bB12cBeaeb26Fd9,0.0
0.0,0.0,0xfE98967a6cdA8eEF3b1D38e5E8c03c2F4CE5278F,0.0
0.0,0.0,0x57fedca4d5B94d7d7A96f807FdD882D56A6d1A18,0.0
0.0,0.0,0xca287B1Ec8aE143488a3C4B697FB96d06a339EEA,0.0
0.0,0.0,0x1ff3D987cC26054825b363Ecf402e2F5dd96E598,0.0
0.0,0.0,0xdb6cec383ab8C4aE809701Aa48851c5977f43646,0.0
0.0,0.0,0x52c2D6CEd45866f2C033e646F1873a87f1bb0c3e,0.0
0.0,0.0,0xe542D1C5509569D446E82C88448779D86761B42e,0.0
0.0,0.0,0xd17e374a7D49287F583DdfBDEb6ad4dA21c00cE3,0.0
0.0,0.0,0x234900BCc3951c10a02874Da9A1f2B4DC4712bb4,0.0
0.0,0.0,0x336F888373aaBa75FaDdc6554f118051349313fB,0.0
0.0,0.0,0x939dcb324561982484c1eBC82cC6e683Bee4ad7F,0.0
0.0,0.0,0x8Dd56792ef34db3848BCE2c739E36D017F7c0411,0.0
0.0,1.0,0x7eF790D9BCCC87989bE0Fdb88FFb955bec3d5E92,1.0
0.0,0.0,0xBD4dF4c7Fa3cAB09c38331B126095F16EE73Bf48,0.0
0.0,0.0,0x9ceDe36b89a3f00Fe21D6dbbc350E2319de075dC,0.0
0.0,0.0,0xb1341C339D6A937cF7F8AfeaE9c1673da81f0A10,0.0
0.0,0.0,0x47FDCcFC71197B4187BE2802A9De94803D1835F8,0.0
0.0,0.0,0xeb3f55E45aC9440eeF3e31bBfeceF8Bf580B0836,0.0
0.0,0.0,0x1F1F05c89E0cee93a5C82FAC3c41196Cb459bc5F,0.0
0.0,0.0,0x3565544696a721Cbc62BE6919F517A937eE7dD57,0.0
0.0,0.0,0x24f006c841d7601c9AeF0b052c8DcbC04079D412,0.0
0.0,0.0,0x7B804B703dd32a549aFe677c90a1f4516642617e,0.0
0.0,0.0,0x23D66C1d2c681F2Cb0db28b73b7DBf8f3B2A1a4c,0.0
0.0,0.0,0x6f022E991ea21d26F85f6716c088e2864101dfEC,0.0
0.0,0.0,0x8733FdecA1311f92dB96F7f5AEB00DCaF7E61510,0.0
0.0,0.0,0xBD0B21d6308f9572612Ebda7c6178F023Ff88A18,0.0
0.0,0.0,0xeca01b831a723443CFC84Db0553789e554D8cf21,0.0
0.0,1.0,0x3f3795Ff5DE49208b514d11FeCAD48020b0a5e08,1.0
0.0,0.0,0x89A9ed4cFBDd8dca4167ef5BbF8b6671b24A3F20,0.0
0.0,0.0,0x2B0805836933af80758D938B6b598755A8E50890,0.0
0.0,0.0,0x6b0E079126C25d81ED49C6e9B62E89045DC1188f,0.0
0.0,0.0,0xbc94ca499Daa8AeAafaaDC4A975bDFC1DeC2812c,0.0
0.0,0.0,0xba122c22c9eA3E54549b25c9D24c037900679466,0.0
0.0,0.0,0xb453f1f2EE776dAF2586501361c457dB70e1ca0F,0.0
0.0,0.0,0x0Fffb1D0c48c6d3bF75627c72715e3EA08a52870,0.0
0.0,0.0,0x71f065C2D0B5C3bBc0ea75aF389C5A9B946bE998,0.0
0.0,0.0,0xd7b550A9Bf3F13c9985CF6fE7ccd1c110553A924,0.0
0.0,0.0,0x15F73D7c819feb9cBb7906391204CE57BF94Ff25,0.0
0.0,0.0,0x427486fD7F5001E420aF07404702519b43454d54,0.0
0.0,0.0,0xa4f635F8CEe91F8Ac1ff7B4163aCF69617A37835,0.0
0.0,0.0,0xdEd930d63Bec5ebcCf0Ae54A83dDf4025F70D936,0.0
0.0,0.0,0xBc3EC4E491b835Dce394A53E9A9A10Ac19564839,1.0
0.0,0.0,0xc99CB7d4498FB72dC798046D6734c7eB67cBf6B9,0.0
0.0,0.0,0x9DecB987d41B7D76Cf057F9A02e0ae1d7446C89f,0.0
0.0,0.0,0xa5098ada79157cb328b40f33b641df4EB2B20374,0.0
0.0,0.0,0xd5538CeE69101f4a7d533C0D44EDC425CffC365e,0.0
0.0,0.0,0xb9ddDc68D62dC285765c314527D7b12dBCBFD5A8,0.0
0.0,0.0,0x4Cb133e1035C85dA93C34E0aB479E676078FC4c1,0.0
0.0,0.0,0xf43630E95A6EE40f6a210D161a13289598dBF0B5,0.0
0.0,0.0,0xa3604b62e72c6B02d845A305cc3E9F3beEC3bAC6,0.0
0.0,0.0,0x7b35b2760333e84C3D94029DaacDdCC6018c91c3,0.0
0.0,0.0,0x32007c2be5a345B54873F3E2493E3B5927c39C60,0.0
0.0,0.0,0xE8524362B538C7cBE578581cc50dc82D7b9045eC,0.0
0.0,0.0,0x9064514393EA17A99a4c6Fa3C3F6e9EdB6e0C379,0.0
0.0,0.0,0xe43035F9035A98F66A495DD5f806d840EBb8336B,0.0
0.0,0.0,0xFeA84D52417fbd22b8c035DdF0E9C3F61924679e,0.0
0.0,0.0,0x17E6616c45d267bC20A9892b58A01621c592B72d,0.0
0.0,0.0,0xA6E5bB9b820e31144d85E8cd329cE5D70342115c,0.0
0.0,0.0,0x4e58333f0a13b2eAaEc8B19F3c48f4Bd0b37D1B7,0.0
0.0,0.0,0x12bB3F70F8621a0289c9977372C243eDc41Bc2ee,0.0
0.0,0.0,0x8b64Af3E807066248bCCeed2BD083285b74f7A44,0.0
0.0,0.0,0xe07060255e5067D58190c014c338b0399cD10d0e,0.0
0.0,0.0,0x1405281B5B23183dD0B96885F368e33a44F04646,0.0
0.0,0.0,0x512997c66606036f0d655cBA9356797624D316c1,0.0
0.0,0.0,0xBDb84D00D489cACE7B9c9FAdc64397cCe606F322,0.0
0.0,0.0,0x9046b9e13Fd95ED7C7d7A58CefBFFa5DDb80B6e3,0.0
0.0,0.0,0x40F853e0d1060229eDbaE0430C2E4780e96eB753,0.0
0.0,0.0,0xF867ec2951737f0E7B9691b7debC374C07d4b86D,0.0
0.0,0.0,0xcAc67589dF40394c6F658F06A6545166c7ca6768,0.0
0.0,0.0,0x68d3fd87068dB891f2495997f068B352fe6F8B6a,0.0
0.0,0.0,0x0962177232cc84888061Abd51cfD68D87D282826,0.0
0.0,0.0,0x692079E1d744D7eD5053BeD5349cb145F66Eb420,0.0
0.0,0.0,0xE85aAa4126A6a0f4Ae142831B765304E3b19239C,0.0
0.0,0.0,0x4C9d70F24a36a4DC512E7943d323888844B9E788,0.0
0.0,0.0,0x3C8B1D75aC9A7C130208e78E5d2c77d00FdbD75c,0.0
0.0,0.0,0x25cef4fB106E76080E88135a0e4059276FA9BE87,0.0
0.0,0.0,0x9973F2798C3a8721AF7F06A685718c93150e013d,0.0
0.0,0.0,0xA8e17EA8DBed5788573ec5C9C809D8cf2772aAD0,0.0
0.0,0.0,0x3C2B3d4289aC2D03FbC9b7F4a5e3C4935e4F0615,0.0
0.0,0.0,0x17a34096789c0393012e2fC0643e02288292A572,0.0
0.0,0.0,0xaF515C9446A3b1EfE2A860fB24025E0377042D44,0.0
0.0,0.0,0x7CE8ae903285309ddF67Fd8fAf24aafeaa1c2Fa7,0.0
0.0,0.0,0xF4FE95603881D0e07954fD7605E0e9a916e42C44,0.0
0.0,0.0,0x3Bfd0AAc4545E365A91717f17dd009f62A48179F,0.0
0.0,0.0,0x169C0142114d4a0678760BD6474d5794FC22263e,0.0
0.0,0.0,0xE932cAE1A787e80C8626D01811005CDbBc30edCD,0.0
0.0,0.0,0x2aED2307765E2ec509cf88d7a4F2E987Ad8FafDe,0.0
0.0,0.0,0x853c30FcA1Ee6709A12D48f555f0ebBd88b9d2B6,0.0
0.0,0.0,0xcB88e07fA4F25CbB036ADEf76CEE36cC60bc5D6C,0.0
0.0,0.0,0x833034A561Ce04DE2EE4fC43Fc0720060A4bA014,0.0
0.0,0.0,0x12a31dad1aa13A0B06031d7c0e080029BA902d5D,0.0
0.0,0.0,0x36ce7e9810777d706799292b0088cdE48dB8e1e3,0.0
0.0,0.0,0x2B7dDa237f4ddfE62Aa5481A9e9431793DBB7B48,0.0
1.0,0.0,0x6E10AAcb89A28d6FA0FE68790777fec7E7f01890,0.0
0.0,0.0,0x1Ce72B1CFe52eBFb5b3aaCC8FD5562933d4202C7,0.0
0.0,0.0,0xa230A73bcB5bE51D1828D32383077b2779407862,0.0
0.0,0.0,0xbf6fe7B7D3F9BFe45727ACcf18a7a3bF21324662,0.0
0.0,0.0,0xA7C9Fca62d2de98dc972570BdEf5728d231f7FFD,0.0
0.0,0.0,0x470E8aF7C1597ca66Ea485D5Fd591d4431E776e5,0.0
0.0,0.0,0x0912Af4378Db93c42f16211eE28d5637212971FB,0.0
0.0,0.0,0xf596B58D27402b5Ef17cE7b4B4ebD9C4Abc934Cf,0.0
0.0,0.0,0x3DDB8252f4DD5A13506081782d0844BD5b8A6dF2,0.0
0.0,0.0,0xdFD181991a77C2933B93DA782C47d4973C725eCe,0.0
0.0,0.0,0xa73e6cbd2D8b0498591eebC3F6E6a1678A7ecdbC,0.0
0.0,0.0,0x470F2222419BAdB276C34d850451741E80a7E46c,0.0
0.0,0.0,0x9bE485c694494321097Ec8949f88489e1D7E214C,0.0
0.0,0.0,0x799E1D603863a06ca0806ef8739B623B74939a02,0.0
0.0,0.0,0xcf409cf54e55ACA413adB4a69AE41AB91c8136dB,0.0
0.0,0.0,0x5378998B9193a83a108C08593a3fA208EAb3bb4a,0.0
0.0,0.0,0xC275865a6Cce78398e94CB2Af29fa0d787b7F7Eb,0.0
0.0,0.0,0x59b6865069Cad17F74c7D288d6066ded0DF6aB37,0.0
0.0,0.0,0x3f77dccC18732f87Fa2E77052057b4636607512E,0.0
0.0,0.0,0x87a356450ac80fb6A7Ff5086AC13Fb01864A0001,0.0
0.0,0.0,0x2452625FAe25f70f49c6040343259c7890506C31,0.0
0.0,0.0,0x17243055F2E783AFAef56Be705789927879c7402,0.0
0.0,1.0,0x3B1482b4444b86046bbf87d6dF5000f241893032,1.0
0.0,1.0,0x7FA78dF4DC635cD36169e30a34A69485daa7448f,1.0
0.0,0.0,0xC593532155F7836e5cC4c385dd0cCebc1462221a,0.0
0.0,0.0,0xe9a671F5853F7904E33604845a65fF4e22F84bd3,0.0
0.0,0.0,0xB3Cf3c70b957483E554227769037cd454D7056c8,0.0
0.0,0.0,0xBdC5080DfE0249307AaeC33BEC5d1426390dEE15,0.0
0.0,0.0,0x4fA1ffA82c2b29959C0906fba3580a575FE2a9e6,0.0
0.0,0.0,0x6DF3fAaF5bA546831C03432D79E356fb957eF012,0.0
0.0,0.0,0xb9c7686B953fceBB98b47328fB38D95f6E47edf0,0.0
0.0,0.0,0xc6276793aEb60b027C55E81EFCE5b2e42D45bCcc,0.0
0.0,0.0,0x718c8A64F46728df4C15a94695AB6Fa18A4F3D9b,0.0
0.0,0.0,0x18949abb8144d8d4Fc53Ecb40d5659A4ae99b19B,0.0
0.0,0.0,0xA6C621B44773A511c6F380175e20d74eF1CD718a,0.0
0.0,0.0,0x879ED52d9D9f80Be3194A6d6BA51C34Bf1836e03,0.0
0.0,0.0,0xB8160b5918C23C1A86f1b5516ed08d749AF1401e,0.0
0.0,0.0,0x8E30ea2329D95802Fd804f4291220b0e2F579812,0.0
0.0,0.0,0xff034D12353867fC4228f4Ae3E689CD6dCAad120,1.0
1.0,0.0,0x4C0a395B211e7ecE8B93146F5fA3671547998b8f,0.0
0.0,0.0,0x97Fb06c01335dE24dfd6F45F16DFaE01D4104eE4,0.0
0.0,0.0,0x4555766d96a25A797FE37380Fb7eF1d442cA96fA,0.0
0.0,0.0,0x70401dFD142A16dC7031c56E862Fc88Cb9537Ce0,0.0
0.0,0.0,0x31397d67621357d21eE2364E1398a498a624C3f3,0.0
0.0,0.0,0x1b40183EFB4Dd766f11bDa7A7c3AD8982e998421,0.0
0.0,0.0,0x3e3CdA3218212503883C79F6D2FeEF29E6Bbb87d,0.0
0.0,0.0,0xc9F0E9e39991F559fCF235D2e1bfa2d497128de6,0.0
0.0,0.0,0x3d491407CaE2ab78688E12e961F2eff8B46410f3,0.0
0.0,0.0,0x3D371413dd5489F3A04C07c0C2CE369c20986ceb,0.0
0.0,0.0,0x90FEddebA654916Aa37536FDCa48308d4AACc5D1,0.0
0.0,0.0,0x495F9434F08d9eB79794f6E0c7556083e96A9CBC,0.0
0.0,0.0,0xf5bCD6581AC52513D1ABbe23b06A5c362e6554A6,0.0
0.0,0.0,0xbCa3C97837A39099eC3082DF97e28CE91BE14472,0.0
0.0,0.0,0x25383fc474C59f8dD12A7fC80C0696CEE11b260d,0.0
0.0,0.0,0x236Ba1c2DB0a19D04D84e9Fd4AAB22d10b19C6Cb,0.0
0.0,0.0,0x93d16D59d11737d390F16E60af44eDfF62a52EA4,0.0
1.0,0.0,0x73f8406eAACe2CE69BA49a67551464FDa1D11F14,0.0
0.0,0.0,0x0e3394793F0129221bAaDf679e5dA12327Bbe7C7,0.0
0.0,0.0,0x69a7Ee23c2bFD05B91f9adca330045C60164E1C2,0.0
0.0,0.0,0xaceeD356ffb6F4d2Fe7793Ec281B7fE4582a9EF1,0.0
0.0,0.0,0x3d3FC98878F15D5E7f35a3b126524250955aD82B,0.0
0.0,0.0,0xee0590CFC75C5f437b684d64b122c26F5443a4c3,0.0
0.0,1.0,0x69d7Da5DBd9b38F422E8152c721F0f4DB41fFa23,1.0
0.0,0.0,0x9bCC6AF50231D30467ed10f424279a3536A0E00E,0.0
0.0,0.0,0x5e4Ff8241673bE04fd2EcbE17c89915DF957E852,0.0
0.0,0.0,0x438F5EE9A631DfC05509942CE6A88A272113c17f,0.0
0.0,0.0,0x3ac2719910B30374EB5ecd28A75B750D751b5893,0.0
0.0,0.0,0x0408a4A307fEDaef826A5D32C32954F10Fd4c68A,0.0
0.0,0.0,0x7839a17c308de1f53D48bf466915dD7419827c4d,0.0
0.0,0.0,0x87C615132229878d045C2C10E3cf570Eeb26ea69,0.0
0.0,0.0,0x6f113418850a6aC90BB83084379D06b25A5B8909,0.0
0.0,0.0,0x99bf910349266D3A6f3cC0DaE2308F6D642CaF93,0.0
0.0,0.0,0x72aEdD808Ed711E47CcF91a67efB61426B5a5040,0.0
0.0,0.0,0x3462EaE972265a5C5cF1651DaC838c2e54870216,0.0
0.0,0.0,0x74E1700011a30407313eaA893bc0D356686E61D5,0.0
0.0,0.0,0x8FC4D0d1a42760b78b5D93EA5b8Ab21be47aD07E,0.0
0.0,0.0,0x5fAe66045AaDb8E6fAeee636AaA3bB1652289C32,0.0
0.0,0.0,0x8DDA17E57Ab3ef5f97A9A08E45a9300e8267968e,0.0
0.0,0.0,0x723CbfC05e2cfcc71d3d89e770D32801A5eEf5Ab,0.0
0.0,0.0,0xF8c03Ca76edB1CbeAC46eE99653339235A13F74d,0.0
0.0,0.0,0x89BEfdC01CB430DB365b917dAE3bc95ee90dae4C,0.0
0.0,0.0,0x2E7b739466E5C2Ae12D0A5B028fa97750D05BE57,0.0
0.0,0.0,0xF47B7E354082eE3d6878A46114202Cf735113335,0.0
0.0,0.0,0x93072D037B961BFC86CeF5Eea1146c4a70368e61,0.0
0.0,0.0,0x2d63e33FbEA01E44Def6fC2cE5f2B965758cc3ec,0.0
0.0,0.0,0xd4fa1460F537bb9085d22C7bcCB5DD450Ef28e3a,0.0
0.0,0.0,0x100AB9E11bA262e540174AaADEe7D33e055DacD6,0.0
0.0,0.0,0x45352e034695ad33Cc4a5eC9DD1032A5d049Bd6f,0.0
0.0,0.0,0x632F2894CB421d0B09a9aE361A5dB3f0163FCE2D,0.0
0.0,0.0,0xD28404e977970E00E0DfAE662fc2700f35019a51,0.0
0.0,0.0,0xAebfB91F5b048e4Eb87778b8f4a6a4DC684fcF1C,0.0
0.0,0.0,0x2Ae2F9eB6c2CB4bBC325158f69E97250cDd3d868,0.0
0.0,0.0,0x5A7d4a9606e9cf869F3a71a21f617915AbdD3E74,0.0
0.0,1.0,0x1595cC2a55f822a64913F2ae234c710Aba55E91d,1.0
0.0,0.0,0xB55765c5B41a305B54Bbd4ace00449D8e6e2D6A9,0.0
0.0,0.0,0xD2a26F4e8fae8942071cfbA0e1a9Ed2126cCaE17,0.0
0.0,0.0,0x8c4A7E2f9fa21a1CcA7AF9DDBDd397559D457E62,0.0
0.0,0.0,0xd3F850Faf90efF3ed5375005E8cDeB5ebc907d33,0.0
0.0,0.0,0x44086035439E676c02D411880FcCb9837CE37c57,0.0
0.0,0.0,0x0763D730262Bcb2F6c818272f6290B2cFA55E454,0.0
0.0,0.0,0x51760A7798Fb3792239083df683F6A66CD7c29Ac,0.0
0.0,0.0,0x07055b86840C83c9f0875b8658967cc81B50D333,0.0
0.0,0.0,0x9bC4fA63Bf335743eB98D76a4B1C64c3fa2c15b3,0.0
0.0,0.0,0xE629E78df075cc736F05A0906fA7931b82c69e89,0.0
0.0,0.0,0xC901d1E050dBf1af1523d12e8665917Fa8a2Dceb,0.0
0.0,1.0,0x30b778b73f2D5D08D4873d709a4894F97EA2ce7c,1.0
0.0,0.0,0x6Ef424CEc93D4e79578DeCdDA93066F4947149C3,0.0
0.0,0.0,0x348ADBACF9C23d600F76B51ac2e55d4b5D2732DD,0.0
0.0,0.0,0x90598BE3A9123b7c0AA02e793E0235c0E59E5Bc6,0.0
0.0,1.0,0x1d4273a80f5D421F55d8e4eaf203f9Dd858f6488,1.0
0.0,0.0,0x4faeeA5d371aA84a44eb7f338671763753B4f333,0.0
0.0,0.0,0x1681DF52D7E0dE77CE7bBe9114386678CA3A4729,0.0
0.0,0.0,0xb347ee07B5421658A683127d95b7881cBA8A49D9,0.0
0.0,0.0,0xb0D028684044fb2f63B07C8bfCBfe3B12503321E,0.0
0.0,0.0,0xB6C5c589FA249B49563e38c930802857df5d7f5f,0.0
0.0,1.0,0xd7850679A99d7af3D4CcBe4cEfD45A782e563c1D,1.0
0.0,0.0,0x2C911077807981D729692738CF33937b1Cdaf8a1,0.0
0.0,0.0,0x932F26177D9132DC8c357A419De8e66e09c08E66,0.0
0.0,1.0,0x2F1e377f55A2375EEE847D274aD7b19b6542d608,1.0
0.0,0.0,0xE0A16435Df493Bd17A58CB2eE58675f5ea069517,0.0
0.0,0.0,0x3aA1EC5B431C89F13361F57328F0C04cF79cA498,0.0
0.0,0.0,0x61745CEdd22e4E71a6F6711c2eaCD0a57745686e,0.0
0.0,0.0,0xf62420721dd40473b2b07b83eda52B8943122319,0.0
0.0,0.0,0x470706e4e9d5726E675E056Ae1D9F21a7302740A,0.0
0.0,0.0,0x108F4Dc9F6BB4055a90F8F24217CAa3623e2BB0f,0.0
0.0,0.0,0xEABfcf14337B4Bb19D4201d0135e3e60061890E1,0.0
0.0,0.0,0x3f0ff566f4957A8f35520a84c76E9dD9b437fb23,0.0
0.0,1.0,0x1B089D7b312f607619C0FFaFd42100D38F18b214,1.0
0.0,0.0,0xa1b453FE7aa342AA75536EE7bCB2412F3DA1D093,0.0
0.0,0.0,0xEe21c75d579619EDEC68A0db3a7aC1ff1e31256B,0.0
0.0,0.0,0x852112D5B2Dd0a9EfC16F82D9d7cD1D3ecCD3cED,0.0
0.0,0.0,0x6788b4Ce2AAD734E3b7e03AFf7e71dD6f29Ce9Ad,0.0
0.0,0.0,0xA35ae0e1B5a0eB4FC20dCBc9D294595F682f800D,0.0
0.0,1.0,0x01385C810e2EC176bF065d5179e76DBAD2A01173,1.0
0.0,0.0,0xF1a59eAdBEb7166AFDb203584eEaB490d9f28acc,0.0
0.0,0.0,0xD255d4649031D11f452AB32520a5477a33A8a2F0,0.0
0.0,0.0,0x6A8E6AbBDAdecF0dA5c0053951e3742807a8a3E1,0.0
0.0,0.0,0x76Ca4549Ecc09003Edea1a5456DB25bDDB674216,0.0
0.0,0.0,0xB59D3c230c6D389cB70543B2f46F9239eEc5aB92,0.0
0.0,0.0,0xDe899f9b9982871DB4107EC49e8E38c83aA0c7D3,0.0
0.0,0.0,0x96C35550B3C3Ff7A19699D5534009527e10A8Bd6,0.0
0.0,0.0,0x2B89bF8ba858cd2FCee1faDa378D5cd6936968Be,0.0
0.0,0.0,0x724F2322a889A3Aaff4AfAAA50c478E7bDd89A71,0.0
0.0,0.0,0xbfB48eA84461a0a3627A99377b4dbee68C1E0835,0.0
0.0,0.0,0x136DE7bc0Ca52da34f6DFc8C35702D3BE9a27D92,0.0
0.0,0.0,0xAA34bF1fD22a8537eCF3dec57C8a63B1E7385e82,0.0
0.0,0.0,0x4dAeb4a06F70f4b1A5C329115731fE4b89C0B227,0.0
0.0,1.0,0x84cd3390a25200A51763a62977756a9685aB5636,1.0
0.0,0.0,0xF38aD1158dE944db1DdE95Ef4C5A01c8cD3e0D13,0.0
0.0,0.0,0x29F4D2724F41aD15A2B718Efac1A6Ecf4294eF22,0.0
0.0,0.0,0x5F2a3F153cBf280fdd1bf0B2Ae695bc73877260a,0.0
0.0,0.0,0x62fB22265E9f615b73b0fD6925b9eEB9c6003E02,0.0
0.0,0.0,0x0ABb96CA6D269Ea0d0F54E00861ba6faBE0eF173,0.0
0.0,0.0,0xcbBac1F18058223D82dbAD9D4D845A0Df16852DC,0.0
0.0,0.0,0xc3fff54513b62C5c3c4c5a97baa35fFabdeEabbc,0.0
0.0,0.0,0x5C63061EcEbb4e5b3cB2bd723F364C7229BdeFA2,0.0
0.0,0.0,0xd7b1d6e053C6109e74Df127006098AB9605E303a,0.0
0.0,0.0,0x148C0cc9eA93a2a884615F9AbdCe0d7836fE6045,0.0
0.0,0.0,0x748b0AeDc9c2A0620B13eF1dB741f2C5a844e3E5,0.0
0.0,0.0,0x95356C75CC99B23baC87c4f176fa1A968fB34feD,0.0
0.0,0.0,0x416F95b2F7932220751e7B8a7656Ad0693D672BA,0.0
0.0,0.0,0xf06160c8569708404c373681Dd3F444671BcA3D1,0.0
0.0,0.0,0x05518bFA1666a7943859af32b494B8AC9FCF5f28,0.0
0.0,0.0,0x72522829a79486A7b33526c633bD0935D756E360,0.0
0.0,0.0,0xdeE3b7A0D53721641845899c9Ab4f823dB185952,0.0
0.0,0.0,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356,0.0
0.0,0.0,0xd15eCDCF5Ea68e3995b2D0527A0aE0a3258302F8,0.0
0.0,0.0,0x7C0e4dE5afAF0349f24Bc54DA10da44eC75ad126,0.0
0.0,1.0,0xB5035D7e517eD495e1b6a054BAb0E88a62F6A93E,1.0
0.0,0.0,0xe65Af0Bb9Fd3c1c67C9735D316615e135C7d740b,0.0
0.0,0.0,0x993fdAD3466639714bdBADc8532f2E455dCFd6fD,0.0
0.0,0.0,0xb001c393F5f46FAEFfa0B2ced7850c321abf7974,0.0
0.0,0.0,0xA9bA47A4eB19a03Bdd650566ABAE71eEA05Afb5E,0.0
0.0,0.0,0x55fd1901C4Fc08B55eA12e4355480995100e4939,0.0
0.0,0.0,0x235b142559Fe799657a710932716e23B1D1885e2,0.0
0.0,0.0,0x5b55Dbf2F2c1103aCE3FCA91bFc140C96a67D661,0.0
0.0,0.0,0xb892E6bA024c8ed5Ab6FeB1175ec059c4CaF1F08,0.0
0.0,0.0,0xc7Dc5419474A060F4Be98817707Cb8a125a1e47C,0.0
0.0,0.0,0x7d590bC63e33B9005B607C8b887F62062d7A7Aa4,0.0
0.0,0.0,0x8a3C3334502CE5c7Cf81C4Cc05d5Ab06a4D505B2,0.0
0.0,0.0,0xA90a73A547ca6B4D5c3162Fe46e0483B770D401f,0.0
0.0,0.0,0x8362afAABb1DEaE2A8055F9ea92e4C3C7B218e3E,0.0
0.0,0.0,0x92eF4FFBfe0Df030837b65d7FcCFE1ABd6549579,0.0
